,coords,geometry,net,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,plz
194,"[[10.86993377956757, 49.145347506985], [10.86965766653213, 49.14544550092391]]","LINESTRING (10.86993377956757 49.145347506985, 10.86965766653213 49.14544550092391)",14,Line to 1098,NYY 4x35 SE,60,68,0.022904827271207,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
195,"[[10.870122818471692, 49.145280415486404], [10.86993377956757, 49.145347506985]]","LINESTRING (10.870122818471692 49.145280415486404, 10.86993377956757 49.145347506985)",14,Line to 1100,NYY 4x35 SE,54,60,0.01568168599744,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
196,"[[10.870227854598998, 49.14524313706359], [10.870122818471692, 49.145280415486404]]","LINESTRING (10.870227854598998 49.14524313706359, 10.870122818471692 49.145280415486404)",14,Line to 958,NYY 4x35 SE,51,54,0.008713270190156,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
197,"[[10.87046699869347, 49.14515826173915], [10.870227854598998, 49.14524313706359]]","LINESTRING (10.87046699869347 49.14515826173915, 10.870227854598998 49.14524313706359)",14,Line to 960,NYY 4x35 SE,42,51,0.019838243444338,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
198,"[[10.872879479282975, 49.14486897050605], [10.872879479282975, 49.14491397050605], [10.87280854699378, 49.144909501621406], [10.872772378085209, 49.144907222885855], [10.872559711203316, 49.14489382407746], [10.872510804428092, 49.14489074270971], [10.872333498171177, 49.14489096035677], [10.872224206234032, 49.144895237447635], [10.872079507146903, 49.14490090001643], [10.872007911512204, 49.14490370172834], [10.87200170459935, 49.1449039446178], [10.871953823808857, 49.14490581828162], [10.871872599999994, 49.144908996672314], [10.871857579457336, 49.14490787677814], [10.871785299078905, 49.14490248770456], [10.8716428, 49.144871796672334], [10.87046699869347, 49.14515826173915]]","LINESTRING (10.872879479282975 49.14486897050605, 10.872879479282975 49.14491397050605, 10.87280854699378 49.144909501621406, 10.872772378085209 49.144907222885855, 10.872559711203316 49.14489382407746, 10.872510804428092 49.14489074270971, 10.872333498171177 49.14489096035677, 10.872224206234032 49.144895237447635, 10.872079507146903 49.14490090001643, 10.872007911512204 49.14490370172834, 10.87200170459935 49.1449039446178, 10.871953823808857 49.14490581828162, 10.871872599999994 49.144908996672314, 10.871857579457336 49.14490787677814, 10.871785299078905 49.14490248770456, 10.8716428 49.144871796672334, 10.87046699869347 49.14515826173915)",14,Line to 1103,NYY 4x35 SE,0,42,0.183459992261971,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
199,"[[10.870516383918442, 49.14403929778935], [10.870433499999564, 49.14410889338352]]","LINESTRING (10.870516383918442 49.14403929778935, 10.870433499999564 49.14410889338352)",14,Line to 1120,NYY 4x16 SE,62,170,0.013511569196084,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
200,"[[10.870346500000005, 49.1440191966721], [10.870267200037647, 49.143777043366555]]","LINESTRING (10.870346500000005 49.1440191966721, 10.870267200037647 49.143777043366555)",14,Line to 1123,NYY 4x16 SE,65,171,0.021471792009763,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
201,"[[10.870346500000005, 49.1440191966721], [10.870132788332208, 49.14406411568216]]","LINESTRING (10.870346500000005 49.1440191966721, 10.870132788332208 49.14406411568216)",14,Line to 1523,NYY 4x16 SE,65,177,0.015939430519557,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
202,"[[10.870516383918442, 49.14403929778935], [10.870346500000005, 49.1440191966721]]","LINESTRING (10.870516383918442 49.14403929778935, 10.870346500000005 49.1440191966721)",14,Line to 1122,NYY 4x35 SE,62,65,0.012598196394753,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
203,"[[10.872884479282975, 49.14486897050605], [10.872884479282975, 49.144918970506055], [10.872813546993779, 49.14491450162141], [10.872777378085209, 49.14491222288586], [10.872564711203315, 49.14489882407746], [10.872515804428092, 49.144895742709714], [10.872338498171176, 49.14489596035677], [10.872229206234032, 49.14490023744764], [10.872084507146903, 49.14490590001643], [10.872012911512204, 49.14490870172834], [10.87200670459935, 49.144908944617804], [10.871958823808857, 49.14491081828162], [10.871877599999994, 49.144913996672315], [10.871862579457336, 49.14491287677814], [10.871790299078905, 49.144907487704565], [10.8716478, 49.144876796672335], [10.871405157634639, 49.1445365017784], [10.871403491735574, 49.14453378768151], [10.871254614850494, 49.144332376973466], [10.871126262627705, 49.14421552727527], [10.87105257340171, 49.144160239803185], [10.871018341605438, 49.14413455634906], [10.8709256, 49.14402819667218], [10.870516383918442, 49.14403929778935]]","LINESTRING (10.872884479282975 49.14486897050605, 10.872884479282975 49.144918970506055, 10.872813546993779 49.14491450162141, 10.872777378085209 49.14491222288586, 10.872564711203315 49.14489882407746, 10.872515804428092 49.144895742709714, 10.872338498171176 49.14489596035677, 10.872229206234032 49.14490023744764, 10.872084507146903 49.14490590001643, 10.872012911512204 49.14490870172834, 10.87200670459935 49.144908944617804, 10.871958823808857 49.14491081828162, 10.871877599999994 49.144913996672315, 10.871862579457336 49.14491287677814, 10.871790299078905 49.144907487704565, 10.8716478 49.144876796672335, 10.871405157634639 49.1445365017784, 10.871403491735574 49.14453378768151, 10.871254614850494 49.144332376973466, 10.871126262627705 49.14421552727527, 10.87105257340171 49.144160239803185, 10.871018341605438 49.14413455634906, 10.8709256 49.14402819667218, 10.870516383918442 49.14403929778935)",14,Line to 1121,NYY 4x35 SE,0,62,0.230250459281806,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
204,"[[10.871606004133518, 49.14483494743393], [10.871744315418498, 49.14469674670306]]","LINESTRING (10.871606004133518 49.14483494743393, 10.871744315418498 49.14469674670306)",14,Line to 1065,NYY 4x16 SE,23,156,0.016868227833585,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
205,"[[10.871474021645657, 49.14464554931823], [10.871558985415982, 49.14455352199256]]","LINESTRING (10.871474021645657 49.14464554931823, 10.871558985415982 49.14455352199256)",14,Line to 1110,NYY 4x16 SE,28,165,0.011011874003578,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
206,"[[10.871606004133518, 49.14483494743393], [10.871474021645657, 49.14464554931823]]","LINESTRING (10.871606004133518 49.14483494743393, 10.871474021645657 49.14464554931823)",14,Line to 1111,NYY 4x16 SE,23,28,0.023239217402948,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
207,"[[10.872889479282975, 49.14486897050605], [10.872889479282975, 49.144923970506056], [10.872818546993779, 49.14491950162141], [10.872782378085208, 49.14491722288586], [10.872569711203315, 49.14490382407746], [10.872520804428092, 49.144900742709716], [10.872343498171176, 49.14490096035677], [10.872234206234031, 49.14490523744764], [10.872089507146903, 49.144910900016434], [10.872017911512204, 49.14491370172834], [10.87201170459935, 49.144913944617805], [10.871963823808857, 49.144915818281625], [10.871882599999994, 49.14491899667232], [10.871867579457335, 49.144917876778145], [10.871795299078904, 49.144912487704566], [10.8716528, 49.14488179667234], [10.871606004133518, 49.14483494743393]]","LINESTRING (10.872889479282975 49.14486897050605, 10.872889479282975 49.144923970506056, 10.872818546993779 49.14491950162141, 10.872782378085208 49.14491722288586, 10.872569711203315 49.14490382407746, 10.872520804428092 49.144900742709716, 10.872343498171176 49.14490096035677, 10.872234206234031 49.14490523744764, 10.872089507146903 49.144910900016434, 10.872017911512204 49.14491370172834, 10.87201170459935 49.144913944617805, 10.871963823808857 49.144915818281625, 10.871882599999994 49.14491899667232, 10.871867579457335 49.144917876778145, 10.871795299078904 49.144912487704566, 10.8716528 49.14488179667234, 10.871606004133518 49.14483494743393)",14,Line to 1066,NYY 4x16 SE,0,23,0.097377023243711,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
208,"[[10.873985099999993, 49.14523089667244], [10.874079950016853, 49.144912893338464]]","LINESTRING (10.873985099999993 49.14523089667244, 10.874079950016853 49.144912893338464)",14,Line to 1048,NYY 4x16 SE,22,149,0.030829488541031,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
209,"[[10.873688067043545, 49.14520940661302], [10.873650226590776, 49.14502377885498]]","LINESTRING (10.873688067043545 49.14520940661302, 10.873650226590776 49.14502377885498)",14,Line to 1575,NYY 4x16 SE,17,184,0.014060905728318,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
210,"[[10.873688067043545, 49.14520940661302], [10.873985099999993, 49.14523089667244]]","LINESTRING (10.873688067043545 49.14520940661302, 10.873985099999993 49.14523089667244)",14,Line to 1049,NYY 4x16 SE,17,22,0.021808512494919,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
211,"[[10.872894479282975, 49.14486897050605], [10.872894479282975, 49.14492897050605], [10.87332042353777, 49.145028821778915], [10.873339162724847, 49.14503886954312], [10.87345824332586, 49.14510271919677], [10.873570599999995, 49.14520049667246], [10.873688067043545, 49.14520940661302]]","LINESTRING (10.872894479282975 49.14486897050605, 10.872894479282975 49.14492897050605, 10.87332042353777 49.145028821778915, 10.873339162724847 49.14503886954312, 10.87345824332586 49.14510271919677, 10.873570599999995 49.14520049667246, 10.873688067043545 49.14520940661302)",14,Line to 1576,NYY 4x16 SE,0,17,0.069138276358019,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
0,"[[10.881908728157573, 49.14360498940457], [10.881593299942656, 49.14351329338881]]","LINESTRING (10.881908728157573 49.14360498940457, 10.881593299942656 49.14351329338881)",15,Line to 725,NYY 4x16 SE,24,68,0.025178392000275,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
1,"[[10.884805399999994, 49.14334139667193], [10.885045250023508, 49.143268093403194]]","LINESTRING (10.884805399999994 49.14334139667193, 10.885045250023508 49.143268093403194)",15,Line to 722,NYY 4x16 SE,55,67,0.019306981043741,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
2,"[[10.881977700002281, 49.14350281122838], [10.881871000026761, 49.143471793346365]]","LINESTRING (10.881977700002281 49.14350281122838, 10.881871000026761 49.143471793346365)",15,Line to 729,NYY 4x16 SE,26,69,0.008517104215742,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
3,"[[10.882081409220142, 49.143349170573714], [10.882341550006114, 49.143424793348366]]","LINESTRING (10.882081409220142 49.143349170573714, 10.882341550006114 49.143424793348366)",15,Line to 731,NYY 4x16 SE,32,70,0.020765205687868,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
4,"[[10.882122357668193, 49.143288506954256], [10.882220349991305, 49.14331699335729]]","LINESTRING (10.882122357668193 49.143288506954256, 10.882220349991305 49.14331699335729)",15,Line to 733,NYY 4x16 SE,33,71,0.007822051872794,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
5,"[[10.882365245290675, 49.14307292406482], [10.882272322615261, 49.14296621032404]]","LINESTRING (10.882365245290675 49.14307292406482, 10.882272322615261 49.14296621032404)",15,Line to 739,NYY 4x16 SE,36,72,0.013667536738346,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
6,"[[10.882001807781693, 49.14346709670545], [10.882542079141643, 49.14362415240728]]","LINESTRING (10.882001807781693 49.14346709670545, 10.882542079141643 49.14362415240728)",15,Line to 742,NYY 4x16 SE,27,73,0.043125900404772,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
7,"[[10.881885305388543, 49.143639688904095], [10.882050431528452, 49.14368769112816]]","LINESTRING (10.881885305388543 49.143639688904095, 10.882050431528452 49.14368769112816)",15,Line to 744,NYY 4x16 SE,23,74,0.013180800816853,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
8,"[[10.882068068049884, 49.14336893499115], [10.882172605845827, 49.143399324170694]]","LINESTRING (10.882068068049884 49.14336893499115, 10.882172605845827 49.143399324170694)",15,Line to 746,NYY 4x16 SE,31,75,0.008344520552938,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
9,"[[10.881879405444026, 49.143648762256745], [10.881752450002258, 49.143623393341535]]","LINESTRING (10.881879405444026 49.143648762256745, 10.881752450002258 49.143623393341535)",15,Line to 748,NYY 4x16 SE,22,76,0.009685522425371,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
10,"[[10.881960599432588, 49.143528144870466], [10.882100516100214, 49.14356881869674]]","LINESTRING (10.881960599432588 49.143528144870466, 10.882100516100214 49.14356881869674)",15,Line to 1584,NYY 4x16 SE,25,78,0.011168536799173,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
11,"[[10.882134852445596, 49.143269996368396], [10.881925758340715, 49.143209212243995]]","LINESTRING (10.882134852445596 49.143269996368396, 10.881925758340715 49.143209212243995)",15,Line to 1712,NYY 4x16 SE,34,85,0.016690576935052,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
12,"[[10.88292904053288, 49.14487730266459], [10.883022339401592, 49.14494763196135]]","LINESTRING (10.88292904053288 49.14487730266459, 10.883022339401592 49.14494763196135)",15,Line to 1826,NYY 4x16 SE,2,92,0.010369534245444,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
13,"[[10.882027748394085, 49.143428666864295], [10.881866146213245, 49.14338168876719]]","LINESTRING (10.882027748394085 49.143428666864295, 10.881866146213245 49.14338168876719)",15,Line to 1999,NYY 4x16 SE,29,97,0.012899578726699,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
14,"[[10.882053910197, 49.14338990927253], [10.881627130627844, 49.143265842861936]]","LINESTRING (10.882053910197 49.14338990927253, 10.881627130627844 49.143265842861936)",15,Line to 2001,NYY 4x16 SE,30,98,0.034066921441571,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
15,"[[10.882022971560238, 49.143435743532024], [10.881724637628968, 49.14334901696923]]","LINESTRING (10.882022971560238 49.143435743532024, 10.881724637628968 49.14334901696923)",15,Line to 2003,NYY 4x16 SE,28,99,0.023813940424248,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
16,"[[10.882529218941269, 49.14302358066125], [10.882628995452388, 49.14320498598946]]","LINESTRING (10.882529218941269 49.14302358066125, 10.882628995452388 49.14320498598946)",15,Line to 2155,NYY 4x16 SE,39,102,0.021445249921292,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
17,"[[10.882804153011085, 49.142938838583106], [10.882908277956417, 49.143075798118545]]","LINESTRING (10.882804153011085 49.142938838583106, 10.882908277956417 49.143075798118545)",15,Line to 2157,NYY 4x16 SE,42,103,0.017020098635103,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
18,"[[10.882804153011085, 49.142938838583106], [10.88387, 49.142771896671796], [10.884805399999994, 49.14334139667193]]","LINESTRING (10.882804153011085 49.142938838583106, 10.88387 49.142771896671796, 10.884805399999994 49.14334139667193)",15,Line to 433,NYY 4x70 SE,42,55,0.214526557091997,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
19,"[[10.882529218941269, 49.14302358066125], [10.882804153011085, 49.142938838583106]]","LINESTRING (10.882529218941269 49.14302358066125, 10.882804153011085 49.142938838583106)",15,Line to 2158,NYY 4x70 SE,39,42,0.022189544969116,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
20,"[[10.882365245290675, 49.14307292406482], [10.882441000000004, 49.14304449667186], [10.882529218941269, 49.14302358066125]]","LINESTRING (10.882365245290675 49.14307292406482, 10.882441000000004 49.14304449667186, 10.882529218941269 49.14302358066125)",15,Line to 2156,NYY 4x70 SE,36,39,0.013212573156729,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
21,"[[10.882134852445596, 49.143269996368396], [10.882365245290675, 49.14307292406482]]","LINESTRING (10.882134852445596 49.143269996368396, 10.882365245290675 49.14307292406482)",15,Line to 740,NYY 4x70 SE,34,36,0.027908274917069,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
22,"[[10.882122357668193, 49.143288506954256], [10.882134852445596, 49.143269996368396]]","LINESTRING (10.882122357668193 49.143288506954256, 10.882134852445596 49.143269996368396)",15,Line to 1713,NYY 4x70 SE,33,34,0.002250881450899,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
23,"[[10.882081409220142, 49.143349170573714], [10.882122357668193, 49.143288506954256]]","LINESTRING (10.882081409220142 49.143349170573714, 10.882122357668193 49.143288506954256)",15,Line to 734,NYY 4x70 SE,32,33,0.007376678429281,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
24,"[[10.882068068049884, 49.14336893499115], [10.882081409220142, 49.143349170573714]]","LINESTRING (10.882068068049884 49.14336893499115, 10.882081409220142 49.143349170573714)",15,Line to 732,NYY 4x70 SE,31,32,0.002403347817338,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
25,"[[10.882053910197, 49.14338990927253], [10.882068068049884, 49.14336893499115]]","LINESTRING (10.882053910197 49.14338990927253, 10.882068068049884 49.14336893499115)",15,Line to 747,NYY 4x70 SE,30,31,0.00255046717728,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
26,"[[10.882027748394085, 49.143428666864295], [10.882053910197, 49.14338990927253]]","LINESTRING (10.882027748394085 49.143428666864295, 10.882053910197 49.14338990927253)",15,Line to 2002,NYY 4x70 SE,29,30,0.004712913729281,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
27,"[[10.882022971560238, 49.143435743532024], [10.882027748394085, 49.143428666864295]]","LINESTRING (10.882022971560238 49.143435743532024, 10.882027748394085 49.143428666864295)",15,Line to 2000,NYY 4x70 SE,28,29,0.000860521160912,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
28,"[[10.882001807781693, 49.14346709670545], [10.882022971560238, 49.143435743532024]]","LINESTRING (10.882001807781693 49.14346709670545, 10.882022971560238 49.143435743532024)",15,Line to 2004,NYY 4x70 SE,27,28,0.003812538964233,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
29,"[[10.881977700002281, 49.14350281122838], [10.882001807781693, 49.14346709670545]]","LINESTRING (10.881977700002281 49.14350281122838, 10.882001807781693 49.14346709670545)",15,Line to 743,NYY 4x70 SE,26,27,0.00434287874514,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
30,"[[10.881960599432588, 49.143528144870466], [10.881977700002281, 49.14350281122838]]","LINESTRING (10.881960599432588 49.143528144870466, 10.881977700002281 49.14350281122838)",15,Line to 730,NYY 4x70 SE,25,26,0.003080566149643,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
31,"[[10.881908728157573, 49.14360498940457], [10.881960599432588, 49.143528144870466]]","LINESTRING (10.881908728157573 49.14360498940457, 10.881960599432588 49.143528144870466)",15,Line to 1585,NYY 4x70 SE,24,25,0.009344283114406,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
32,"[[10.881885305388543, 49.143639688904095], [10.881908728157573, 49.14360498940457]]","LINESTRING (10.881885305388543 49.143639688904095, 10.881908728157573 49.14360498940457)",15,Line to 726,NYY 4x70 SE,23,24,0.004219454653369,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
33,"[[10.881879405444026, 49.143648762256745], [10.881885305388543, 49.143639688904095]]","LINESTRING (10.881879405444026 49.143648762256745, 10.881885305388543 49.143639688904095)",15,Line to 745,NYY 4x70 SE,22,23,0.001097588893455,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
34,"[[10.88292904053288, 49.14487730266459], [10.8826694, 49.14502569667238], [10.882641999999993, 49.14501399667241], [10.882295349276843, 49.14479988157025], [10.882156296322156, 49.144713992159716], [10.881953274092716, 49.144588589727796], [10.881862299999996, 49.14453239667222], [10.881659442438824, 49.14445198706965], [10.881576764410752, 49.14441921459508], [10.881530300000003, 49.14440079667224], [10.881636700000007, 49.1441716966722], [10.8816703504621, 49.144099193904864], [10.8817100831383, 49.144013586205126], [10.881724487529793, 49.14398255054392], [10.88175829800429, 49.143909702430335], [10.881820737151543, 49.14377517033053], [10.881835032749152, 49.14374436876446], [10.881879405444026, 49.143648762256745]]","LINESTRING (10.88292904053288 49.14487730266459, 10.8826694 49.14502569667238, 10.882641999999993 49.14501399667241, 10.882295349276843 49.14479988157025, 10.882156296322156 49.144713992159716, 10.881953274092716 49.144588589727796, 10.881862299999996 49.14453239667222, 10.881659442438824 49.14445198706965, 10.881576764410752 49.14441921459508, 10.881530300000003 49.14440079667224, 10.881636700000007 49.1441716966722, 10.8816703504621 49.144099193904864, 10.8817100831383 49.144013586205126, 10.881724487529793 49.14398255054392, 10.88175829800429 49.143909702430335, 10.881820737151543 49.14377517033053, 10.881835032749152 49.14374436876446, 10.881879405444026 49.143648762256745)",15,Line to 749,NYY 4x70 SE,2,22,0.221361986913478,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
35,"[[10.88292904053288, 49.14487730266459], [10.88292904053288, 49.14487730266459]]","LINESTRING (10.88292904053288 49.14487730266459, 10.88292904053288 49.14487730266459)",15,Line to 1827,NYY 4x70 SE,0,2,0.0,0.268,0.082,0.0,0.0,0.232,1.0,2,,True,91720
36,"[[10.88439168534287, 49.14340513949649], [10.884440999333584, 49.143567098425876]]","LINESTRING (10.88439168534287 49.14340513949649, 10.884440999333584 49.143567098425876)",15,Line to 2207,NYY 4x16 SE,52,106,0.018982679330278,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
37,"[[10.884755284914643, 49.14335412904165], [10.884796248641715, 49.14349041648069]]","LINESTRING (10.884755284914643 49.14335412904165, 10.884796248641715 49.14349041648069)",15,Line to 2209,NYY 4x16 SE,54,107,0.016063932106229,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
38,"[[10.884102568798347, 49.14344569959168], [10.884130477661044, 49.14354186202301]]","LINESTRING (10.884102568798347 49.14344569959168, 10.884130477661044 49.14354186202301)",15,Line to 2211,NYY 4x16 SE,51,108,0.011501824557865,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
39,"[[10.88439168534287, 49.14340513949649], [10.884755284914643, 49.14335412904165]]","LINESTRING (10.88439168534287 49.14340513949649, 10.884755284914643 49.14335412904165)",15,Line to 2210,NYY 4x95 SE,52,54,0.027133446256237,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
40,"[[10.884102568798347, 49.14344569959168], [10.88439168534287, 49.14340513949649]]","LINESTRING (10.884102568798347 49.14344569959168, 10.88439168534287 49.14340513949649)",15,Line to 2208,NYY 4x95 SE,51,52,0.021575145610828,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
41,"[[10.882934040532879, 49.14487730266459], [10.882934040532879, 49.14488230266459], [10.882674399999999, 49.14503069667238], [10.882646999999993, 49.14501899667241], [10.882300349276843, 49.14480488157025], [10.882161296322156, 49.14471899215972], [10.881958274092716, 49.1445935897278], [10.881867299999996, 49.14453739667222], [10.881664442438824, 49.14445698706965], [10.881581764410752, 49.144424214595084], [10.881535300000003, 49.14440579667224], [10.881641700000007, 49.144176696672204], [10.8816753504621, 49.144104193904866], [10.8817150831383, 49.14401858620513], [10.881729487529793, 49.14398755054392], [10.881763298004289, 49.14391470243034], [10.881825737151543, 49.14378017033053], [10.881840032749151, 49.14374936876446], [10.881884405444026, 49.14365376225675], [10.881890305388543, 49.1436446889041], [10.881913728157572, 49.143609989404574], [10.881965599432588, 49.14353314487047], [10.88198270000228, 49.14350781122838], [10.882006807781693, 49.14347209670545], [10.882027971560237, 49.143440743532025], [10.882032748394085, 49.1434336668643], [10.882058910197, 49.14339490927253], [10.882073068049884, 49.14337393499115], [10.882086409220141, 49.143354170573716], [10.882127357668193, 49.14329350695426], [10.882139852445595, 49.1432749963684], [10.882370245290675, 49.14307792406482], [10.882446000000003, 49.143049496671864], [10.882534218941268, 49.14302858066125], [10.882809153011085, 49.14294383858311], [10.883875, 49.1427768966718], [10.884102568798347, 49.14344569959168]]","LINESTRING (10.882934040532879 49.14487730266459, 10.882934040532879 49.14488230266459, 10.882674399999999 49.14503069667238, 10.882646999999993 49.14501899667241, 10.882300349276843 49.14480488157025, 10.882161296322156 49.14471899215972, 10.881958274092716 49.1445935897278, 10.881867299999996 49.14453739667222, 10.881664442438824 49.14445698706965, 10.881581764410752 49.144424214595084, 10.881535300000003 49.14440579667224, 10.881641700000007 49.144176696672204, 10.8816753504621 49.144104193904866, 10.8817150831383 49.14401858620513, 10.881729487529793 49.14398755054392, 10.881763298004289 49.14391470243034, 10.881825737151543 49.14378017033053, 10.881840032749151 49.14374936876446, 10.881884405444026 49.14365376225675, 10.881890305388543 49.1436446889041, 10.881913728157572 49.143609989404574, 10.881965599432588 49.14353314487047, 10.88198270000228 49.14350781122838, 10.882006807781693 49.14347209670545, 10.882027971560237 49.143440743532025, 10.882032748394085 49.1434336668643, 10.882058910197 49.14339490927253, 10.882073068049884 49.14337393499115, 10.882086409220141 49.143354170573716, 10.882127357668193 49.14329350695426, 10.882139852445595 49.1432749963684, 10.882370245290675 49.14307792406482, 10.882446000000003 49.143049496671864, 10.882534218941268 49.14302858066125, 10.882809153011085 49.14294383858311, 10.883875 49.1427768966718, 10.884102568798347 49.14344569959168)",15,Line to 2212,NYY 4x95 SE,0,51,0.492429523379313,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
42,"[[10.883335016208251, 49.14529941124051], [10.88316191422266, 49.14550279884032]]","LINESTRING (10.883335016208251 49.14529941124051, 10.88316191422266 49.14550279884032)",15,Line to 687,NYY 4x16 SE,12,61,0.02654150231737,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
43,"[[10.883221782540929, 49.145262138031576], [10.883120273826071, 49.14537185949341]]","LINESTRING (10.883221782540929 49.145262138031576, 10.883120273826071 49.14537185949341)",15,Line to 689,NYY 4x16 SE,10,62,0.01489116066701,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
44,"[[10.882958157621283, 49.14515229124606], [10.88285168120477, 49.14524163915462]]","LINESTRING (10.882958157621283 49.14515229124606, 10.88285168120477 49.14524163915462)",15,Line to 702,NYY 4x16 SE,5,63,0.013097709272611,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
45,"[[10.88311490675296, 49.14521785338039], [10.882869793292494, 49.14544996462618]]","LINESTRING (10.88311490675296 49.14521785338039, 10.882869793292494 49.14544996462618)",15,Line to 704,NYY 4x16 SE,8,64,0.031919146688579,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
46,"[[10.883721552134524, 49.14541177798286], [10.883536049949393, 49.14568679338631]]","LINESTRING (10.883721552134524 49.14541177798286, 10.883536049949393 49.14568679338631)",15,Line to 716,NYY 4x16 SE,19,65,0.034177195824906,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
47,"[[10.88366463655371, 49.14539668695968], [10.883567606580355, 49.14552802374579]]","LINESTRING (10.88366463655371 49.14539668695968, 10.883567606580355 49.14552802374579)",15,Line to 1,NYY 4x16 SE,17,56,0.016948189966204,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
48,"[[10.883493402970986, 49.145351284574694], [10.88339066317702, 49.14549189323389]]","LINESTRING (10.883493402970986 49.145351284574694, 10.88339066317702 49.14549189323389)",15,Line to 720,NYY 4x16 SE,16,66,0.018060029717421,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
49,"[[10.883217099999996, 49.14526059667245], [10.882930699892778, 49.14555244013216]]","LINESTRING (10.883217099999996 49.14526059667245, 10.882930699892778 49.14555244013216)",15,Line to 1709,NYY 4x16 SE,9,84,0.039151924423948,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
