,coords,geometry,net,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,plz
91,"[[10.886866282999243, 49.14687219828299], [10.886866282999243, 49.14691219828299], [10.886590623666635, 49.147007920618606], [10.886708487283009, 49.14714682625733], [10.886750400000006, 49.14718879667301], [10.887509999999997, 49.147575996673105], [10.887654000000003, 49.14768769667308], [10.887539699999998, 49.147825596673165]]","LINESTRING (10.886866282999243 49.14687219828299, 10.886866282999243 49.14691219828299, 10.886590623666635 49.147007920618606, 10.886708487283009 49.14714682625733, 10.886750400000006 49.14718879667301, 10.887509999999997 49.147575996673105, 10.887654000000003 49.14768769667308, 10.887539699999998 49.147825596673165)",3,Line to 646,NYY 4x16 SE,0,28,0.151411841891958,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
92,"[[10.886773061660163, 49.147554979564404], [10.88685334999621, 49.147496493355824]]","LINESTRING (10.886773061660163 49.147554979564404, 10.88685334999621 49.147496493355824)",3,Line to 633,NYY 4x16 SE,15,59,0.009264531932128,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
93,"[[10.8867286568397, 49.14739468905493], [10.886766631119414, 49.14733884607378]]","LINESTRING (10.8867286568397 49.14739468905493, 10.886766631119414 49.14733884607378)",3,Line to 637,NYY 4x16 SE,11,60,0.006173525780518,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
94,"[[10.88704071322505, 49.14771840140719], [10.887039004084876, 49.147754940449595]]","LINESTRING (10.88704071322505 49.14771840140719, 10.887039004084876 49.147754940449595)",3,Line to 653,NYY 4x16 SE,20,66,0.009601230201092,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
95,"[[10.887198949398325, 49.14768219326305], [10.887112209718966, 49.1475585760936]]","LINESTRING (10.887198949398325 49.14768219326305, 10.887112209718966 49.1475585760936)",3,Line to 655,NYY 4x16 SE,25,67,0.009257184058963,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
96,"[[10.886774267145912, 49.14755980993852], [10.886605924038257, 49.14752808661626]]","LINESTRING (10.886774267145912 49.14755980993852, 10.886605924038257 49.14752808661626)",3,Line to 665,NYY 4x16 SE,16,72,0.009120684886812,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
97,"[[10.886705898480475, 49.14726760076046], [10.88649229999184, 49.14720909333567]]","LINESTRING (10.886705898480475 49.14726760076046, 10.88649229999184 49.14720909333567)",3,Line to 1981,NYY 4x16 SE,9,106,0.012394915810681,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
98,"[[10.886744998462362, 49.147448613290365], [10.886488345407562, 49.1474312715643]]","LINESTRING (10.886744998462362 49.147448613290365, 10.886488345407562 49.1474312715643)",3,Line to 1989,NYY 4x16 SE,12,110,0.015747569057575,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
99,"[[10.886716248576422, 49.14735374407206], [10.88649480338418, 49.1473318015012]]","LINESTRING (10.886716248576422 49.14735374407206, 10.88649480338418 49.1473318015012)",3,Line to 1991,NYY 4x16 SE,10,111,0.013128032813896,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
100,"[[10.88704071322505, 49.14771840140719], [10.887198949398325, 49.14768219326305]]","LINESTRING (10.88704071322505 49.14771840140719, 10.887198949398325 49.14768219326305)",3,Line to 656,NYY 4x16 SE,20,25,0.012227829575919,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
101,"[[10.886774267145912, 49.14755980993852], [10.886843199999998, 49.14776359667313], [10.88704071322505, 49.14771840140719]]","LINESTRING (10.886774267145912 49.14755980993852, 10.886843199999998 49.14776359667313, 10.88704071322505 49.14771840140719)",3,Line to 654,NYY 4x16 SE,16,20,0.038501603562823,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
102,"[[10.886773061660163, 49.147554979564404], [10.886774267145912, 49.14755980993852]]","LINESTRING (10.886773061660163 49.147554979564404, 10.886774267145912 49.14755980993852)",3,Line to 666,NYY 4x16 SE,15,16,0.000544242502824,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
103,"[[10.886744998462362, 49.147448613290365], [10.886773061660163, 49.147554979564404]]","LINESTRING (10.886744998462362 49.147448613290365, 10.886773061660163 49.147554979564404)",3,Line to 634,NYY 4x16 SE,12,15,0.012004168540197,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
104,"[[10.8867286568397, 49.14739468905493], [10.886744998462362, 49.147448613290365]]","LINESTRING (10.8867286568397 49.14739468905493, 10.886744998462362 49.147448613290365)",3,Line to 1990,NYY 4x16 SE,11,12,0.006113283498094,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
105,"[[10.886716248576422, 49.14735374407206], [10.8867286568397, 49.14739468905493]]","LINESTRING (10.886716248576422 49.14735374407206, 10.8867286568397 49.14739468905493)",3,Line to 638,NYY 4x16 SE,10,11,0.004641851137163,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
106,"[[10.886705898480475, 49.14726760076046], [10.886716248576422, 49.14735374407206]]","LINESTRING (10.886705898480475 49.14726760076046, 10.886716248576422 49.14735374407206)",3,Line to 1992,NYY 4x16 SE,9,10,0.00972219181121,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
107,"[[10.886871282999243, 49.14687219828299], [10.886871282999243, 49.14691719828299], [10.886595623666635, 49.14701292061861], [10.886713487283009, 49.14715182625733], [10.886755400000006, 49.14719379667301], [10.886705898480475, 49.14726760076046]]","LINESTRING (10.886871282999243 49.14687219828299, 10.886871282999243 49.14691719828299, 10.886595623666635 49.14701292061861, 10.886713487283009 49.14715182625733, 10.886755400000006 49.14719379667301, 10.886705898480475 49.14726760076046)",3,Line to 1982,NYY 4x16 SE,0,9,0.055123763475631,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
108,"[[10.887255327309944, 49.14767543673356], [10.887248150031521, 49.14770609338489]]","LINESTRING (10.887255327309944 49.14767543673356, 10.887248150031521 49.14770609338489)",3,Line to 641,NYY 4x16 SE,24,62,0.009497337855258,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
109,"[[10.886876282999243, 49.14687219828299], [10.886876282999243, 49.146922198282994], [10.886600623666634, 49.14701792061861], [10.886718487283009, 49.14715682625733], [10.886760400000005, 49.14719879667301], [10.887519999999997, 49.14758599667311], [10.887255327309944, 49.14767543673356]]","LINESTRING (10.886876282999243 49.14687219828299, 10.886876282999243 49.146922198282994, 10.886600623666634 49.14701792061861, 10.886718487283009 49.14715682625733, 10.886760400000005 49.14719879667301, 10.887519999999997 49.14758599667311, 10.887255327309944 49.14767543673356)",3,Line to 642,NYY 4x16 SE,0,24,0.138657708920635,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
110,"[[10.886635599999998, 49.147815396673195], [10.886577040123434, 49.14783276277529]]","LINESTRING (10.886635599999998 49.147815396673195, 10.886577040123434 49.14783276277529)",3,Line to 647,NYY 4x16 SE,22,64,0.008050188140287,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
111,"[[10.886635599999998, 49.147815396673195], [10.886414123541272, 49.14784828851665]]","LINESTRING (10.886635599999998 49.147815396673195, 10.886414123541272 49.14784828851665)",3,Line to 1255,NYY 4x16 SE,22,95,0.015589300567737,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
112,"[[10.886881282999243, 49.14687219828299], [10.886881282999243, 49.146927198282995], [10.886605623666634, 49.14702292061861], [10.886723487283009, 49.14716182625733], [10.886765400000005, 49.14720379667301], [10.886715898480475, 49.14727760076046], [10.886726248576421, 49.14736374407207], [10.8867386568397, 49.14740468905493], [10.886754998462361, 49.14745861329037], [10.886783061660163, 49.14756497956441], [10.886784267145911, 49.147569809938524], [10.886853199999997, 49.14777359667313], [10.886635599999998, 49.147815396673195]]","LINESTRING (10.886881282999243 49.14687219828299, 10.886881282999243 49.146927198282995, 10.886605623666634 49.14702292061861, 10.886723487283009 49.14716182625733, 10.886765400000005 49.14720379667301, 10.886715898480475 49.14727760076046, 10.886726248576421 49.14736374407207, 10.8867386568397 49.14740468905493, 10.886754998462361 49.14745861329037, 10.886783061660163 49.14756497956441, 10.886784267145911 49.147569809938524, 10.886853199999997 49.14777359667313, 10.886635599999998 49.147815396673195)",3,Line to 211,NYY 4x16 SE,0,22,0.127932248495159,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
0,"[[10.886852167470552, 49.14839843159277], [10.88608335107262, 49.14827461781416]]","LINESTRING (10.886852167470552 49.14839843159277, 10.88608335107262 49.14827461781416)",4,Line to 635,NYY 4x16 SE,19,25,0.057769360389455,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
1,"[[10.886839917816301, 49.148955212712174], [10.88708279451347, 49.148955521615825]]","LINESTRING (10.886839917816301 49.148955212712174, 10.88708279451347 49.148955521615825)",4,Line to 643,NYY 4x16 SE,5,26,0.017723042492332,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
2,"[[10.886839448951795, 49.149097833080695], [10.887044049997707, 49.149098093337514]]","LINESTRING (10.886839448951795 49.149097833080695, 10.887044049997707 49.149098093337514)",4,Line to 1752,NYY 4x16 SE,4,31,0.014929972976555,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
3,"[[10.886840937538725, 49.14864503221851], [10.886379100002028, 49.14864444337425]]","LINESTRING (10.886840937538725 49.14864503221851, 10.886379100002028 49.14864444337425)",4,Line to 1857,NYY 4x16 SE,17,35,0.033701125760385,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
4,"[[10.88695651791456, 49.14817169855711], [10.887608224423284, 49.14838119661909]]","LINESTRING (10.88695651791456 49.14817169855711, 10.887608224423284 49.14838119661909)",4,Line to 1868,NYY 4x16 SE,22,36,0.052959131251235,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
5,"[[10.886877362186528, 49.148331098484384], [10.887349545125895, 49.14840713809376]]","LINESTRING (10.886877362186528 49.148331098484384, 10.887349545125895 49.14840713809376)",4,Line to 1885,NYY 4x16 SE,20,37,0.035480031699055,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
6,"[[10.887068265427507, 49.14804875444818], [10.887424261489278, 49.14824454377933]]","LINESTRING (10.887068265427507 49.14804875444818, 10.887424261489278 49.14824454377933)",4,Line to 1887,NYY 4x16 SE,24,38,0.033896649001203,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
7,"[[10.886850932097394, 49.148401733133966], [10.886518613466123, 49.1483482157163]]","LINESTRING (10.886850932097394 49.148401733133966, 10.886518613466123 49.1483482157163)",4,Line to 1948,NYY 4x16 SE,18,39,0.024970599027289,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
8,"[[10.886840880950626, 49.14866224521891], [10.887017634659982, 49.14866247007715]]","LINESTRING (10.886840880950626 49.14866224521891, 10.887017634659982 49.14866247007715)",4,Line to 1973,NYY 4x16 SE,16,40,0.012898035087854,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
9,"[[10.886840454543146, 49.148791950238206], [10.887189000001204, 49.14879239337428]]","LINESTRING (10.886840454543146 49.148791950238206, 10.887189000001204 49.14879239337428)",4,Line to 2119,NYY 4x16 SE,9,44,0.025433919790988,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
10,"[[10.88684023213548, 49.14885960252198], [10.887024774671582, 49.14885983728152]]","LINESTRING (10.88684023213548 49.14885960252198, 10.887024774671582 49.14885983728152)",4,Line to 2135,NYY 4x16 SE,7,45,0.013466345722194,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
11,"[[10.88695651791456, 49.14817169855711], [10.887068265427507, 49.14804875444818]]","LINESTRING (10.88695651791456 49.14817169855711, 10.887068265427507 49.14804875444818)",4,Line to 1888,NYY 4x35 SE,22,24,0.016020748888836,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
12,"[[10.886877362186528, 49.148331098484384], [10.88695651791456, 49.14817169855711]]","LINESTRING (10.886877362186528 49.148331098484384, 10.88695651791456 49.14817169855711)",4,Line to 1869,NYY 4x35 SE,20,22,0.018736995678658,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
13,"[[10.886852167470552, 49.14839843159277], [10.886877362186528, 49.148331098484384]]","LINESTRING (10.886852167470552 49.14839843159277, 10.886877362186528 49.148331098484384)",4,Line to 1886,NYY 4x35 SE,19,20,0.00770851350034,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
14,"[[10.886850932097394, 49.148401733133966], [10.886852167470552, 49.14839843159277]]","LINESTRING (10.886850932097394 49.148401733133966, 10.886852167470552 49.14839843159277)",4,Line to 636,NYY 4x35 SE,18,19,0.000377971206285,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
15,"[[10.886840937538725, 49.14864503221851], [10.886850932097394, 49.148401733133966]]","LINESTRING (10.886840937538725 49.14864503221851, 10.886850932097394 49.148401733133966)",4,Line to 1949,NYY 4x35 SE,17,18,0.027077429762213,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
16,"[[10.886840880950626, 49.14866224521891], [10.886840937538725, 49.14864503221851]]","LINESTRING (10.886840880950626 49.14866224521891, 10.886840937538725 49.14864503221851)",4,Line to 1858,NYY 4x35 SE,16,17,0.001913838110084,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
17,"[[10.886840454543146, 49.148791950238206], [10.886840880950626, 49.14866224521891]]","LINESTRING (10.886840454543146 49.148791950238206, 10.886840880950626 49.14866224521891)",4,Line to 1974,NYY 4x35 SE,9,16,0.014421333296306,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
18,"[[10.88684023213548, 49.14885960252198], [10.886840454543146, 49.148791950238206]]","LINESTRING (10.88684023213548 49.14885960252198, 10.886840454543146 49.148791950238206)",4,Line to 2120,NYY 4x35 SE,7,9,0.007521961551148,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
19,"[[10.886839917816301, 49.148955212712174], [10.88684023213548, 49.14885960252198]]","LINESTRING (10.886839917816301 49.148955212712174, 10.88684023213548 49.14885960252198)",4,Line to 2136,NYY 4x35 SE,5,7,0.010630479216656,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
20,"[[10.886839448951795, 49.149097833080695], [10.886839917816301, 49.148955212712174]]","LINESTRING (10.886839448951795 49.149097833080695, 10.886839917816301 49.148955212712174)",4,Line to 644,NYY 4x35 SE,4,5,0.015857336205459,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
21,"[[10.886954800000005, 49.14941259667364], [10.886814399999999, 49.14933709667356], [10.886839448951795, 49.149097833080695]]","LINESTRING (10.886954800000005 49.14941259667364, 10.886814399999999 49.14933709667356, 10.886839448951795 49.149097833080695)",4,Line to 1753,NYY 4x35 SE,3,4,0.039988802845943,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
22,"[[10.887061124982504, 49.14935315219488], [10.886954800000005, 49.14941259667364]]","LINESTRING (10.887061124982504 49.14935315219488, 10.886954800000005 49.14941259667364)",4,Line to 2243,NYY 4x35 SE,2,3,0.010191028141295,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
23,"[[10.887061124982504, 49.14935315219488], [10.887061124982504, 49.14935315219488]]","LINESTRING (10.887061124982504 49.14935315219488, 10.887061124982504 49.14935315219488)",4,Line to 2242,NYY 4x35 SE,0,2,0.0,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
24,"[[10.88684530620189, 49.148842072881784], [10.8864045147733, 49.14883651729904]]","LINESTRING (10.88684530620189 49.148842072881784, 10.8864045147733 49.14883651729904)",4,Line to 648,NYY 4x16 SE,8,27,0.031800369688884,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
25,"[[10.887002418621224, 49.14812191227186], [10.886737881754572, 49.14803347981889]]","LINESTRING (10.887002418621224 49.14812191227186, 10.886737881754572 49.14803347981889)",4,Line to 1602,NYY 4x16 SE,23,30,0.021090691265366,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
26,"[[10.886940543413287, 49.14820479374001], [10.887168850001908, 49.14827479330432]]","LINESTRING (10.886940543413287 49.14820479374001, 10.887168850001908 49.14827479330432)",4,Line to 1788,NYY 4x16 SE,21,32,0.018959059949929,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
27,"[[10.886845567060545, 49.14876272456264], [10.88660083810626, 49.14875741914552]]","LINESTRING (10.886845567060545 49.14876272456264, 10.88660083810626 49.14875741914552)",4,Line to 1806,NYY 4x16 SE,13,33,0.01749341796591,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
28,"[[10.886845562326831, 49.14876416446858], [10.885843889410658, 49.14875789133395]]","LINESTRING (10.886845562326831 49.14876416446858, 10.885843889410658 49.14875789133395)",4,Line to 1975,NYY 4x16 SE,12,41,0.072728869830081,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
29,"[[10.886845675621416, 49.148729702407074], [10.88601130369624, 49.14872364359807]]","LINESTRING (10.886845675621416 49.148729702407074, 10.88601130369624 49.14872364359807)",4,Line to 1977,NYY 4x16 SE,14,42,0.060520682016624,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
30,"[[10.886845827416538, 49.14868352924896], [10.886185894797741, 49.14867769364464]]","LINESTRING (10.886845827416538 49.14868352924896, 10.886185894797741 49.14867769364464)",4,Line to 1979,NYY 4x16 SE,15,43,0.047791593232179,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
31,"[[10.886940543413287, 49.14820479374001], [10.887002418621224, 49.14812191227186]]","LINESTRING (10.886940543413287 49.14820479374001, 10.887002418621224 49.14812191227186)",4,Line to 1603,NYY 4x35 SE,21,23,0.010261031806146,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
32,"[[10.886845827416538, 49.14868352924896], [10.886940543413287, 49.14820479374001]]","LINESTRING (10.886845827416538 49.14868352924896, 10.886940543413287 49.14820479374001)",4,Line to 1789,NYY 4x35 SE,15,21,0.05414701034293,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
33,"[[10.886845675621416, 49.148729702407074], [10.886845827416538, 49.14868352924896]]","LINESTRING (10.886845675621416 49.148729702407074, 10.886845827416538 49.14868352924896)",4,Line to 1980,NYY 4x35 SE,14,15,0.005133791272085,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
34,"[[10.886845567060545, 49.14876272456264], [10.886845675621416, 49.148729702407074]]","LINESTRING (10.886845567060545 49.14876272456264, 10.886845675621416 49.148729702407074)",4,Line to 1978,NYY 4x35 SE,13,14,0.003671588936737,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
35,"[[10.886845562326831, 49.14876416446858], [10.886845567060545, 49.14876272456264]]","LINESTRING (10.886845562326831 49.14876416446858, 10.886845567060545 49.14876272456264)",4,Line to 1807,NYY 4x35 SE,12,13,0.00016009684143,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
36,"[[10.88684530620189, 49.148842072881784], [10.886845562326831, 49.14876416446858]]","LINESTRING (10.88684530620189 49.148842072881784, 10.886845562326831 49.14876416446858)",4,Line to 1976,NYY 4x35 SE,8,12,0.008662295638734,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
37,"[[10.887066124982503, 49.14935315219488], [10.887066124982503, 49.14935815219488], [10.886959800000005, 49.14941759667364], [10.886819399999998, 49.149342096673564], [10.88684530620189, 49.148842072881784]]","LINESTRING (10.887066124982503 49.14935315219488, 10.887066124982503 49.14935815219488, 10.886959800000005 49.14941759667364, 10.886819399999998 49.149342096673564, 10.88684530620189 49.148842072881784)",4,Line to 649,NYY 4x35 SE,0,8,0.079172618588624,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
38,"[[10.886929436778841, 49.14975533814861], [10.886954967388546, 49.14964871530657]]","LINESTRING (10.886929436778841 49.14975533814861, 10.886954967388546 49.14964871530657)",4,Line to 1578,NYY 4x16 SE,11,29,0.011050928886947,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
